,username,userid,time,id,text,davidson,waseem,fountana
0,Wendy Darling,@Meidas_Wendy,31516201.0,1335281344302104577,Replying to @realDonaldTrump 25 and counting because this will forever be etched in stone.  ,0.06333969296621696,0.11919352873485828,0.018442225
2,Jari Rantanen,@JariRantanen11,1607171078.0,1335281344302104577,Replying to @realDonaldTrump 47 days....  ,0.2085862145946531,0.21260500729327508,0.013868159
3,Diane N Sevenay,@DianeSevenay,1607171099.0,1335281344302104577,Replying to @realDonaldTrump You lost.  ,0.3819744972986631,0.09650513272216718,0.045978922
14,Jeff Lewis,@ChicagoPhotoSho,1607171099.0,1335281344302104577,Replying to @realDonaldTrump you are 1-46 in court  ,0.26292235628465105,0.1299389634665535,0.075059704
164,i Troll ,@trollBigotry,1607171111.0,1335281344302104577,"Replying to @realDonaldTrump Eye pleasing to see Kellyanne Conway who has given up on her own family for Trump admitting Joe Biden as winner  Kellyanne Conway: “It looks like Joe Biden and Kamala Harris will...In an interview with The 19th‘s Amanda Becker, Kellyanne Conway, the former advisor to President Donald Trump, said President Trump has “the right” to exhaus...youtube.com ",0.005080775341966061,0.4907669622730133,0.021801643
16,Uncovering The Truth,@thebr0keb0i,1607171121.0,1335281344302104577,"Replying to @realDonaldTrump You lost by over 7 MILLION votes. Go back to Florida, old man.  ",0.21983776766095411,0.3499504577553844,0.051515385999999996
165,Heshmat Alavi,@HeshmatAlavi,1607171129.0,1335281344302104577,"Replying to @realDonaldTrump Mr. President,
I have compiled this thread for Americans to be informed about #Iran's meddling in the U.S. Quote TweetHeshmat Alavi@HeshmatAlavi · Nov 26, 2020LONG THREAD

IMPORTANT

1)
From @SidneyPowell1’s lawsuit filed in Georgia

“… the Dominion software was accessed by agents acting on behalf of China & Iran in order to monitor & manipulate elections, including the most recent US general election in 2020.”
https://docdroid.com/e3rhDCz/complaint-cj-pearson-v-kemp-11252020-pdf…Show this thread ",0.2435411486890268,0.6336979219382073,0.22374792
166,(((Howard Forman))),@thehowie,1607171137.0,1335281344302104577,Replying to @realDonaldTrump Maybe just threaten them with death since that’s what most thugs do.  ,0.7580987405543447,0.17462324458133466,0.38789418
18,Law & Order Liberal,@LawLiberal,1607171149.0,1335281344302104577,Replying to @realDonaldTrump Kelly Loeffler and David Perdue both say Biden won. You’re campaigning for them tonight.   ,0.014539925331570109,0.1460640088240008,0.025778735
19,V for Vendetta (against Trump),@trekker34,1607171150.0,1335281344302104577,"Replying to @realDonaldTrump Trump should have no ships, military bases, libraries, etc named after him for the same reason why students do not attend Benedict Arnold or Adolf Hitler high school.  ",0.3632141994332501,0.5952688905822169,0.048334796
21,Jeff Tiedrich,@itsJeffTiedrich,1607171161.0,1335281344302104577,Replying to @realDonaldTrump imagine being this proud of being this much of a spiteful baby  ,0.21685615489665716,0.10287808138165663,0.022486588
23,Jeff,@JeffTutorials,1607171163.0,1335281344302104577,"Replying to @realDonaldTrump President Trump won BIG!

The blatant fraud will be exposed soon - just wait!  ",0.11906338524575515,0.3070781654451018,0.01597939
167,Sir Elk,@SirElkMN,1607171167.0,1335281344302104577,Replying to @realDonaldTrump Obama knows Trump's not a fighter. Trump is just a grifter.  ,0.3466973552670929,0.3007853278043545,0.23420470000000002
25,Miles Q Black ,@MilesQBlack1,1607171173.0,1335281344302104577,"Replying to @realDonaldTrump I never considered #donaldtrump president...a real president wins the popular vote. No doubt, the Electoral College should be abolished...every vote of a woman or man should count. 
#TrumpIsAnIllegitimatePresident  ",0.012520177038852772,0.8246437429173926,0.033136412999999997
168,Matt Daubney ,@MatthewDaubney,1607171178.0,1335281344302104577,"Replying to @realDonaldTrump Point of interest, 222 couldn’t bring themselves to admit you lost so they made no comment, only 2 said you won  ",0.1390365612999196,0.3420956075779587,0.03287865
27,SUBRATA (Modi & Trump Lover),@SUBRATA30016572,1607171189.0,1335281344302104577,"Replying to @realDonaldTrump Trump has been unfairly treated by the Media who never acknowledged his excellence in leadership! 

 The Media should be cancelled entirely for its no longer a true source of information.  ",0.06952893371280522,0.4785274919323279,0.06435029
15,President Elect Nick Grandinetti,@nfg917,1607171199.0,1335281344302104577,Only got to win the last one  ,0.24116833403853494,0.08149981138071931,0.048636843
169,Oval Office Fumigation,@SierraTangoNYC,1607171200.0,1335281344302104577,"Replying to @realDonaldTrump Buddy, I have some bad news for you.  ",0.6359979924026283,0.07926838678728293,0.023771085
29,Jay Lionel,@JayLionel7,1607171217.0,1335281344302104577,"Replying to @realDonaldTrump Donald J Trump aged 74.

The seven is silent.  ",0.15364897268703265,0.1977138886100212,0.042013555999999994
31,Republicans for Joe Biden ,@RepsForBiden,1607171232.0,1335281344302104577,"Replying to @realDonaldTrump You read?
#LoserInChief  ",0.19921373816581256,0.11529563691774708,0.036129262
170,GoJoe2020 #Resist #BLM,@VoteBluAmerica,1607171242.0,1335281344302104577,Replying to @realDonaldTrump   ,0.17570862623433728,0.03352323163434365,0.013172911499999999
