username,userid,time,id,text,davidson,waseem,fountana
𝕔hi𝓁𝓁iຖ໐iˢ,@chiIIum,31516201,1351311327189463041,"We will not, under any circumstances, accept that Joe Biden is the President. It ain’t happenin. And you can shove that unity right up your gaping assholes, cuz that ain’t happenin either. Eat shit. Trump won.  ",0.995756741714586,0.4472670153111137,0.86055595
Dan Mahowny,@DanMahowny,1610993022,1351311327189463041,Replying to @chiIIum   ,0.11905776681523728,0.03352323163434365,0.010375107
Joe Nski,@JediOnWelfare,1610994691,1351311327189463041,Replying to @chiIIum Except when we have a protest a week after the inauguration... if someone utters the words “I have thought a lot about blowing up the White House” we’ll all get v&  ,0.3919705868182281,0.320848500802233,0.0729993
Mr zigg,@zigg_mr,1610995301,1351311327189463041,Replying to @chiIIum and @junglejanab7 truth  ,0.09471196204431721,0.19260259946570724,0.026531523
Rocco,@rangerfan014,1610996064,1351311327189463041,Replying to @chiIIum i wonder why trump isnt doin a farewell address   ,0.147071942957511,0.1260695549053703,0.03902195
Ben Woodard,@orbuno2,1610996387,1351311327189463041,Replying to @chiIIum you just made twitsville fun again. first time since nov 3rd  ,0.11966304404170534,0.13416142021307417,0.024917072
sunray90,@sunray902003,1610997362,1351311327189463041,Replying to @chiIIum I’m with you!  ,0.1607583996502968,0.0853059783106115,0.05369823
Frank,@NorCalMan1973,1610997637,1351311327189463041,Replying to @chiIIum Lol....trying to get ahead of the story Dems?  ,0.08802627207177806,0.31776031303443064,0.018747797
The Frog,@RealTheFrog1,1611003055,1351311327189463041,Replying to @chiIIum You are wrong with about 8 miljon votes.  ,0.09397287202963167,0.17295152600156619,0.037232667
Iffy Math,@IffyMath,1611009112,1351311327189463041,Replying to @chiIIum and @rising_serpent “gaping assholes”   ,0.10848771796601446,0.1690957691008043,0.8796222
Thomas Skull ,@thomstern,1611009647,1351311327189463041,Replying to @chiIIum “Gaping”   ,0.10603182966491924,0.07260939423663747,0.050042566
Exculprit Steele,@Exculprit,1611012400,1351311327189463041,Replying to @chiIIum and @RuthieRedSox Amen..  ,0.09957081097909272,0.25706351736781363,0.011550007
Tom Lee,@Lee_Honest_,1611013699,1351311327189463041,"Replying to @chiIIum Stop praising fool Trump,he was a fool to not have cleansed the FBI,that's just what the left's Russia hoax was really about,to force Trump to leave FBI be,so FBI won't go find about their corruption.Trump only wants to be popular,he's the one responsible for all of this!!h  ",0.15353575464369223,0.36855740700391815,0.10244416
THE REVEREND,@THEREVE31926528,1611020206,1351311327189463041,Replying to @chiIIum and @rising_serpent ... i agree ...  ,0.11849547817616053,0.565057579022988,0.019984804
President Elect MAWW,@PatriotBroad,1611034804,1351311327189463041,You must be new.  ,0.02594363015616607,0.2915140744428247,0.026382323
Ponomis,@Ponomis,1611038143,1351311327189463041,Replying to @chiIIum and @LindaTraitz  GIF ,0.08898532825602631,0.20192176198219736,0.016391667
Gary in Trumpland,@moe6977,1611054861,1351311327189463041,"Replying to @chiIIum and @patriotpinx That’s ok. Trump was elected 4 yrs ago. I’ve always hated the racist bigoted misogynistic xenophobic homophobic fascist dictator liar since.
You can hate Joe for wanting to be the president that changes those things. 
There will be another fascist for you to vote for in 2024.  ",0.12848988119335936,0.8239326753262428,0.64711607
Glen,@Glen32040447,1611329029,1351311327189463041,Replying to @chiIIum and @Toddboy71  GIF ,0.0801722439324869,0.20192176198219736,0.018012717
