,username,userid,time,id,text,davidson,waseem,fountana
0,Randy Quaid,@RandyRRQuaid,31516201.0,1346929030419853320,THIS ELECTION WAS RIGGED BY A FULL-ON ASSAULT ON THE CONSTITUTION AND WE HAVE OBAMA TO THANK FOR NOT PROTECTING US DURING HIS TIME FROM THE THE CHINA VIRUS. OBAMA WAS IN THE DAMN LAB IT CAME FROM. BIDEN WAS HIS VP. THESE PEOPLE ARE INCOMPETENT CROOKS WHO STOLE THE ELECTION!  ,0.7555905128432382,0.5164803442890393,0.7834711
170,Smelly Walmart Shopper,@WildTrumpanzee,1609948116.0,1346929030419853320,Replying to @RandyRRQuaid Seek help.  ,0.08560905943054857,0.062182229529649524,0.014403651000000002
166,DJ,@colonialjock,1609948135.0,1346929030419853320,Replying to @RandyRRQuaid You wanna have a voice? Denounce the violence at the capital asshole.  ,0.584918781820687,0.24669379338981576,0.8007166
3,Admiral Quality,@AdmiralQuality,1609948136.0,1346929030419853320,"Replying to @RandyRRQuaid Got a source for that lab factoid? I'd love to repeat it, if true.  ",0.16301074401627713,0.1913861280810751,0.017190466
16,Brian  Bell,@BrianCntryBoy,1609948137.0,1346929030419853320,Replying to @RandyRRQuaid  GIF ,0.14778032552467366,0.10212028214486893,0.020302786
5,Schmrrrrrlex At Home,@alexlumaga,1609948138.0,1346929030419853320,Replying to @RandyRRQuaid Obama cooked up a virus in a lab? Damn is there anything that guy can't do  ,0.7797272633038057,0.2603873086336671,0.8828823
17,Bill President United Carrier Pigeons AFLCPO,@danv718,1609948139.0,1346929030419853320,Replying to @RandyRRQuaid bruhhhhhhhh.......  ,0.04570668066566495,0.08073539529397751,0.060639277000000005
167,"Don’t hate, bake!",@BakeUGreatAgain,1609948146.0,1346929030419853320,"Replying to @RandyRRQuaid IDIOT ALERT!  
IDIOT ALERT!  
IDIOT ALERT!   ",0.7370464463265711,0.11385556154659965,0.78174865
19,The Unknown Pundit Justin Arnold,@JustinOArnold,1609948148.0,1346929030419853320,"Replying to @RandyRRQuaid Dude Uncle Eddie was a character you played, not someone who existed in real life  ",0.3961741888191549,0.32486313510106624,0.20616594
171,Stephen Connally,@SmConnally1984,1609948149.0,1346929030419853320,Replying to @RandyRRQuaid Good fucking God you're insane.  ,0.9526489684034029,0.12703197739566366,0.9513043
172,J Bellamy   ,@TaterThumperr,1609948156.0,1346929030419853320,Replying to @RandyRRQuaid What the help is wrong with you?  ,0.31344214593399217,0.15051463005703716,0.36143297
20,Matt D'Elia,@mattdelia,1609948162.0,1346929030419853320,Replying to @RandyRRQuaid KAY!  ,0.15114326494221805,0.07103073180187107,0.01042947
173,t e l e s 十 a s i s,@telestasis,1609948170.0,1346929030419853320,Replying to @RandyRRQuaid You are a traitor to America and so are your supporters  ,0.018948102123128585,0.21501087119343024,0.6983315
174,G,@G_Man07,1609948181.0,1346929030419853320,Replying to @RandyRRQuaid  GIF ,0.14778032552467366,0.10212028214486893,0.020302786
175,Dazamax,@TheDazamax,1609948182.0,1346929030419853320,Replying to @RandyRRQuaid Shut the fuck up you maniac. Seriously. Zip it.  ,0.9979665784746148,0.3773792169595337,0.89837193
177,the real Ray Johnson,@therealRayJohn1,1609948188.0,1346929030419853320,Replying to @RandyRRQuaid #FuckPence  ,0.13368437794348073,0.10771200681599333,0.9057860999999999
178,The Order,@TheOrder2021,1609948191.0,1346929030419853320,"Replying to @RandyRRQuaid Actually, democracy has always been rigged by corporations and special interest groups and this has been waaaaaay before Obama. Democracy has never existed in this country.  ",0.0050265811204948255,0.3750574650458946,0.10657004
179,Honest Man,@SeekOnlyTruth,1609948192.0,1346929030419853320,Replying to @RandyRRQuaid Your a full blown treasonist. Go away !  ,0.145682777397031,0.2534154278436622,0.79174936
21,takeaguess ,@LibbyLibbys61,1609948193.0,1346929030419853320,Replying to @RandyRRQuaid LOOLAH!!!!  ,0.17153712475718244,0.06828333875455182,0.81174386
162,Danka,@Danka032,1609948206.0,1346929030419853320,"Replying to @RandyRRQuaid Whoa... you went full retard, you never go full retard..  ",0.995237229726862,0.3944910574332409,0.026186772
22,Finbar Dowling,@finbardowling,1609948209.0,1346929030419853320,"Replying to @RandyRRQuaid Randy, mate. Put the phone down  ",0.2609716975147333,0.0798421312470042,0.034280013
180,curbanski,@ChrisUrbanski,1609948212.0,1346929030419853320,"Replying to @RandyRRQuaid I mean, I know it might be hard because you so cray... but you need to get a job.  ",0.25048316621054634,0.4383500787245819,0.016929258
23,i don't feel like it,@shortofgreat,1609948213.0,1346929030419853320,Replying to @RandyRRQuaid WHY AREN'T YOU PROTESTING IN WASHINGTON?! OH that's right you can't   ,0.3949379472892491,0.17099706248579133,0.28941038
181,Dead Serious,@Jason_Middleton,1609948215.0,1346929030419853320,"Replying to @RandyRRQuaid Dude, Obama made the virus?

Uncle Eddie is off the rails.  ",0.08672835950738786,0.2609224329802837,0.49653095
24,M,@Dust113010,1609948219.0,1346929030419853320,Replying to @RandyRRQuaid Put the bottle of crazy down and go back to bed.  ,0.3212814733613826,0.18427689505371014,0.024897205
182,Stephen Alexander ,@Alexander_S_R,1609948219.0,1346929030419853320,Replying to @RandyRRQuaid You should seek help immediately you poor fucking redneck Muppet.  ,0.8142229806914222,0.22433856355967488,0.7675050999999999
183,Unpainted Huffines,@greg_weed,1609948228.0,1346929030419853320,Replying to @RandyRRQuaid You are no longer worth laughing at if you think this is on anyone else other than Trump.  ,0.09160518016498846,0.2460615495888132,0.09847878
184,Tim Scott,@timscott1166,1609948237.0,1346929030419853320,"Replying to @RandyRRQuaid and @Harrytraylor4 Lies! Dude, get a grip.  ",0.6045147179792364,0.2197338116897377,0.78305686
185,Kevin,@purpledaddyo,1609948240.0,1346929030419853320,Replying to @RandyRRQuaid You are full of shit and you know it. Stop spreading lies Randy.  ,0.9994445622780992,0.3140079112214107,0.6824462
25,Kris (KC -2.5),@CDYoung333,1609948246.0,1346929030419853320,Replying to @RandyRRQuaid Randy makes my soul feel yucky  ,0.17561115045555534,0.05471733699456819,0.042023215
186,Phil Wyler,@phil_wyler,1609948256.0,1346929030419853320,Replying to @RandyRRQuaid And you are a skumbag a looser a low budget drunk asshole  ,0.6629941859438928,0.1917478546209497,0.8775663
27,flowerpower,@griswold12,1609948263.0,1346929030419853320,Replying to @RandyRRQuaid So this is the answer? I dont think so  ,0.06714447455058889,0.16173028402775685,0.049366385
