,username,userid,time,id,text,davidson,waseem,fountana
0,Rana Ayyub,@RanaAyyub,31516201.0,1300719225703546881,Hello @TwitterIndia this photoshopped tweet is being circulated and shared by thousands on all social media leading to targeted abuse and harassment  ,0.02075474521744532,0.21062565737241168,0.15856265
53,Shershah,@Shersha05988012,1598930841.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia   ,0.11274318558338267,0.09528882623420096,0.013840603
7,Harsh ,@Harshb_31,1598930843.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Kagaaz Dhund  ,0.09309971586388326,0.15120976860172392,0.021169184
54,Sudhir Shandilya ,@iamshandilya,1598930875.0,1300719225703546881,"Replying to @RanaAyyub and @TwitterIndia #speakupforSSCRaliwaystudents

SSC not giving joining of cgl 2017
SSC not declaring the result of cgl         2018.  
Rrb not even declaring exam date since 1.5 years.
Humble request to the government, plz take some action.  ",0.2756169745760869,0.4226912597087059,0.022829872999999997
56,ΛDVIƬΛ || णमोकारिणी || ,@annafox_uk,1598930877.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia बोया पेड़ बाबुल का तो आम कहाँ से होए  ,0.1571914703328265,0.09528882623420096,0.015202557
57,Aadvik M,@Neerjind,1598930921.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Aap ke Reputation he aise hai kee pubilc believe anything from u  ,0.06673960558019196,0.19620330390864185,0.019847868
11,Mini Nair,@minicnair,1598930968.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia @TwitterIndia  not done. Ensure that offending tweet is pulled down  ,0.4338837777283972,0.13298291266504966,0.013458534
13,Sameerā Kashyap,@not_sameera,1598930975.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia So you also think Pranab da was right?  ,0.3408076275969983,0.42083157600933385,0.014780808999999999
58,Pawantaylor81,@sannu1981,1598930981.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia shame to them who is sharing/doing this  ,0.25061947053042904,0.20344297977217965,0.06371212
59,؜ ؜؜ ؜؜؜ ؜ ؜؜؜ ؜؜ ؜ ؜,@darksight123_,1598931018.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Lol ... Anyways it's your mann ki baat everyone knows  ,0.3375048605783865,0.3532556194987833,0.05729822
60,Zeeshan Rashidi,@zhrashidi,1598931018.0,1300719225703546881,"Replying to @RanaAyyub and @TwitterIndia Twitter India same like Facebook are continuesly promoting these kind of hate, fake tweets and they know that these are the BJP IT cell propaganda..

Shameless  ",0.6221464674157606,0.5225483153604433,0.6404586999999999
61,Anuj Bodra,@anujbodra12,1598931019.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Shame on that guys who targetting womens.  ,0.2132029831327368,0.2411475064060297,0.0473472
62,Hemant,@183NotOut_,1598931019.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Ok let me laugh hehehe   ,0.09736561212694876,0.16493623830270973,0.020529196
63,Ajaz Bhat,@AjazBut97563947,1598931030.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia So is Pronab da  ,0.4758883292152559,0.31504580532001397,0.019876124
64,Akbar Shaikh,@Akbarshaikh30,1598931077.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia @MumbaiPolice  ,0.10334464440700146,0.19468657876713816,0.017741825
1,mohan kayastha,@mohankayasath02,1598931078.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia Both are equaly bad that guy who using this language for you and you using this type of tweet for pranab sir  ,0.4570833156358775,0.23203277445201306,0.09699087
65,Abdullah,@FrontStabber7,1598931102.0,1300719225703546881,Replying to @RanaAyyub and @TwitterIndia They abuse you because you speak the ugly truth and they don't have anything to counter that.  ,0.8123060967995741,0.26739803108774346,0.05239137
