username,userid,time,id,text,davidson,waseem,fountana
Reverend Aiden,@SweetFnLucifer,31516201,1184563391047884803,"Well, blow pop rocks up my ass and give me a Diet Coke enema. We sure fucking do have a lot in common with Ancient Rome. Namely: gluttony, greed, terminal ignorance, and an orange Nero twerking his genital fat as a once great empire burns to the ground.  ",0.999843564418489,0.20989808021341308,0.78544354
Warr;or ,@warrior_4_good,1571237155,1184563391047884803,"Replying to @SweetFnLucifer and @AidenWolfe Once again Aiden, your visuals leave me laughing and gagging.  ",0.10579498792768444,0.2463094808676003,0.14397135
Donna Elosser,@ElosserDonna,1571237178,1184563391047884803,Replying to @SweetFnLucifer and @AidenWolfe Brilliant !!!   ,0.05642013041981455,0.16858197124364324,0.11105305
"It’s not rocket science, Trump’s going to prison",@2broke2retire,1571237196,1184563391047884803,Replying to @SweetFnLucifer and @AidenWolfe While Russia walks into our intact bases!!  ,0.06254005203812006,0.19968087471095847,0.69544625
Sean Spicer's mommy,@DebSpicer3,1571237238,1184563391047884803,"Replying to @SweetFnLucifer and @AidenWolfe The visual of ""genital fat"" just made me throw up in my mouth.   ",0.717567800599086,0.33692522784516715,0.789817
Jim Agin ,@jaangry,1571237244,1184563391047884803,Replying to @SweetFnLucifer and @AidenWolfe Nero fiddles: Trump tweets.  ,0.08845287530321583,0.08990783771273604,0.038013637
ѕтυ∂єηт σƒ ℓιƒє,@KnowledgeGeek,1571237249,1184563391047884803,"LOL, right?! He truly has a gift.  ",0.07355112601612969,0.15697366519048858,0.050823446
Rayanvar,@rayanvar,1571237249,1184563391047884803,Replying to @SweetFnLucifer and @AidenWolfe   ,0.13100070751209264,0.09528882623420096,0.04766212
Ancestor_Cult,@Ancestor_Cult,1571237262,1184563391047884803,"Replying to @SweetFnLucifer and @AidenWolfe You can say FUPA & when you do, people have to look it up and then they are really sorry.  ",0.1907337236657737,0.3548609066946217,0.123938784
DJT PrisonDiaries,@DPrisondiaries,1571237290,1184563391047884803,"Replying to @SweetFnLucifer and @AidenWolfe Don't forget lead poisoning, we've got lots of that too!
Go USA and Rome!
BFF  ",0.14074925643331654,0.0968026030446558,0.034942027
Cats Meow  ,@thoreaufive,1571237313,1184563391047884803,"Replying to @SweetFnLucifer and @AidenWolfe I love pop rocks, just not up the a$$.   ",0.03830720896705145,0.151615925309214,0.033709414
