username,userid,time,id,text,davidson,waseem,fountana
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,31516201,1304187821322690561,"Oh yay - #BidenTheRapist is trending. 

Which, of course, means we're all gonna spend the next 24 hours carefully explaining to shitlibs how two men can be rapists at once.  ",0.06352923915969674,0.4419688710268504,0.8138109
Serfdom Syndrome,@TrumanBurrbank,1599757893,1304187821322690561,Replying to @jvgraz It’s a very hard concept to grasp  ,0.31159688741516595,0.18182522956266992,0.033239026
Missy Craig,@mcraig49047,1599757912,1304187821322690561,Replying to @jvgraz and one has DNA due in court in 5 days  ,0.16784785050119283,0.18766267880883525,0.02664882
Bobby Tacos,@distantwizard,1599757939,1304187821322690561,Replying to @jvgraz One has DNA due in court....  ,0.12139109691886224,0.29620374546676614,0.02859212
WEAR A MASK!,@parkslopegrrl,1599758106,1304187821322690561,Replying to @jvgraz I agree-I never said I was defending Biden. Y’all need to learn how to read lol.  ,0.07515075889842396,0.19208178848127844,0.015215712
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,1599758213,1304187821322690561,So you're saying you have a preference in your rapists.  ,0.8160481050432733,0.2453705742582763,0.34143963
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,1599758261,1304187821322690561,Because they can. Biden is such a weak candidate they will do this all day and the media lapdogs won't dare cover it.  ,0.48986010027044996,0.4039340296006212,0.22232078
Brutticus Force,@BrutticusForce,1599758266,1304187821322690561,Replying to @jvgraz I'm not worried about Biden. I am worried its a Qanon thing.  ,0.25847592499462657,0.18592352652574154,0.025288684
Alex,@TheMockingJay80,1599758275,1304187821322690561,"Replying to @jvgraz I’m sure 26k of your followers are Russian bots, MagaMoron  ",0.05043439452231135,0.22472653827102004,0.15417668
Some Expert,@Blackyoda,1599758283,1304187821322690561,Sounds like you do...  ,0.3467143686989651,0.16481082526780294,0.02404934
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,1599758304,1304187821322690561,"Oh, so you have a preference in rapists. 

Do you have a favorite rapist, Missy? Perhaps a top 5?  ",0.5629592689110241,0.33274309064835633,0.022935946
Rusty Shackleford,@rustyschkl,1599758316,1304187821322690561,Replying to @jvgraz #BlueMAGA inevitably coming out to destroy the #metoo movement  ,0.26664491703486576,0.21814505312149807,0.043436393
Elijah Todd-Walden,@ElijahToddWald1,1599758335,1304187821322690561,There’s 25 sets of legal documents on Trump. I’m pretty sure the DOJ is a pretty credible source.  ,0.0268622898972016,0.17468831470938395,0.030490987
MsInformed,@MsInformed,1599758349,1304187821322690561,"Replying to @jvgraz Shitlibs?
FOAD  ",0.13181254461603462,0.1067072299931254,0.79407984
 Dawn Howard ,@realdawnhoward,1599758381,1304187821322690561,"Replying to @jvgraz Except one has been accused by more than 20 women and has to provide DNA in less than 5 days for a court case he's losing against one of them.
(Hint:  It isn't Biden.)  ",0.4754422493680493,0.5506054432956211,0.010149824
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,1599758498,1304187821322690561,"Yes, dear. It's a portmanteau of ""shit"" and ""liberal"". 

I'm surprised someone with your manners and delicate sensibilities hasn't heard it before.  ",0.954886925413842,0.22435652721009275,0.04692189
Noah Alpo,@AlpoNoah,1599758505,1304187821322690561,thats a myth dude. theres no group or headquarters. its not real bro  ,0.6591900912421659,0.19052686324927073,0.1626906
Trump TikTok,@Trump2020TikTok,1599758511,1304187821322690561,Replying to @jvgraz   ,0.11321197520328126,0.03352323163434365,0.011781878
Pwain Ol' Johnny Gwaz wants Fweedom,@jvgraz,1599758532,1304187821322690561,"Hey, man - I totally agree with you. Which is why I'm never voting for Joe Biden.  ",0.3874597563761333,0.19253575705051,0.4613449
MsInformed,@MsInformed,1599758606,1304187821322690561,I have fuck head.  ,0.9981398074847944,0.08047409702327372,0.9775498
USAF Vet ,@usaf__vet,1599758632,1304187821322690561,"Replying to @jvgraz One problem with your assertion, Trump is the only rapist running for president.  Biden is not a rapist in case you missed my point.  ",0.8554479108618362,0.5916969146002675,0.031903066
Belle Curve ,@_belle_curve_,1599758634,1304187821322690561,Replying to @jvgraz Desperation is clumsy.  ,0.2210932581284008,0.273896921086213,0.011577199
IndigoBlue7609,@blue7609,1599758645,1304187821322690561,"Replying to @jvgraz Or, possibly, how one can be a rapist and the other be accused of the same crime to deflect and ineffectively malign......  ",0.14588472515851497,0.4067500383269413,0.039040778
eddie Arcadia,@magnetic1977,1599758661,1304187821322690561,Replying to @jvgraz Is it on tape?  ,0.06760162793041885,0.08532574605326457,0.028280318
moontango⁷,@moontango3,1599758674,1304187821322690561,Replying to @jvgraz   ,0.11321197520328126,0.03352323163434365,0.011781878
Troy L. Foreman,@TLForeman,1599758680,1304187821322690561,Replying to @jvgraz  GIF ,0.10969286871996259,0.10212028214486892,0.011066831
joey b,@joeyb61725502,1599758688,1304187821322690561,Replying to @jvgraz I’ve heard similar things about you man.  Glass houses.  ,0.136638469199861,0.2795639891258009,0.01983274
moontango⁷,@moontango3,1599758703,1304187821322690561,Replying to @jvgraz   ,0.11321197520328126,0.03352323163434365,0.011781878
Some Expert,@Blackyoda,1599758707,1304187821322690561,But you voted for Trump...  ,0.13445015784546058,0.17086665484789776,0.044443965
Mark Matranga - you’re grammar expert,@mark_matranga,1599758726,1304187821322690561,You rose people get more disingenuous every day.  ,0.004752765263355875,0.08281572518611188,0.06875305
Phil Matarazzo ,@MatarazzoPhilip,1599758732,1304187821322690561,"Replying to @jvgraz I understand how two men can be rapists at the same time and I know trumps accusers, I just don’t know who is accusing Joe Biden of rape.  ",0.08206488095052132,0.5718925365323942,0.3060094
