,username,userid,time,id,text,davidson,waseem,fountana
0,Marnix,@marnix_22,31516201.0,1344288700851744769,Replying to @realDonaldTrump @OANN and @BrianKempGA God bless the great Brian P. Kemp  ,0.010742521005995405,0.6133912386114994,0.019558089
31,ricebag,@ricebag,1609318597.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others  GIF ,0.0915018813023106,0.2484702514155677,0.015829574
110,danmicovic,@danmicovic,1609318600.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others 21 Days.  ,0.056331461332977124,0.19466616546016693,0.053340904
33,Comfortably Numb,@YGalanter,1609318611.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Keep watching, my dude. Just keep watching Quote TweetMatthew Gertz@MattGertz · Dec 30, 2020That bullshit story Trump tweeted about the Georgia Secretary of State Brad Raffensperger's brother working for a Chinese company was spouted by Dick Morris on Newsmax last night (he doesn't have a brother). ",0.003566938374639886,0.3516447356486153,0.041834906
81,Vader67,@Vader671,1609318630.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others https://twitter.com/vader671/status/1344280861143752705?s=21One… One of the all-time great speeches in history Quote TweetVader67@Vader671 · Dec 30, 2020Adam Schiff delivers emotional closing argument on day 3 of Trump impeac... https://youtu.be/yBtcDQpENZw via @YouTube ",0.0033597129036432357,0.4523367077417839,0.026374397999999997
35,Human,@4HumanUnity,1609318630.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Stop attacking the governors. Insanity Sir, is doing the same thing over and over and expecting different results. Nothing was RIGGED, nothing will over-turn the will of majority, no big news is coming from anywhere. There was no fraud. Stop the insanity NOW. let us heal again.  ",0.04684943162345061,0.5517040247026951,0.021977339
37,.,@Ribamar96,1609318632.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others BEST PRESIDENT EVER - KEEP THE GOOD WORK UNTIL 2025!  ,0.003080355453107083,0.21183425057129027,0.014334754
19,Dr. Jeffrey Guterman,@JeffreyGuterman,1609318645.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others You lost.  ,0.14417458340249628,0.2673526511647754,0.033664967999999997
82, Vote Blue PA ,@VoteBluePA,1609318650.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others You lost.  ,0.14417458340249628,0.2673526511647754,0.033664967999999997
29,Oliver Willis,@owillis,1609318654.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others  GIF ,0.0915018813023106,0.2484702514155677,0.015829574
40,Chris Topher,@SwerveChris,1609318658.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others This isn’t an official judicial hearing. This is another hotel room meeting where the right can present speculation as fact.  ,0.004040082375950527,0.4414895394736651,0.030827357000000003
99,RSBN ,@RSBNetwork,1609318660.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Also @RSBNetwork. Here you go sir! Quote TweetRSBN @RSBNetwork · Dec 30, 2020LIVE: Georgia State Senate Judiciary Subcommittee on Elections Holds Meeting on 2020 Election https://pscp.tv/w/crsvTzFQWEtkUm5HQVZZRWV8MXZBR1J3bU9uWnlKbFWfpubG9QWkEcuT4U1cH_t3UN8q1mf4nYjaPkyW0PQZ… ",0.21720578404669255,0.2903191703907139,0.1792187
83,9fm,@aJellyElectric,1609318669.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others It must be pretty sad when you realize that OAN, Breitbart, & Newsmax are the only friends that you have left. (No. I don’t watch CNN)  ",0.005422841036126672,0.4379992805915519,0.024808997000000003
12,Jeff Tiedrich,@itsJeffTiedrich,1609318681.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others HA HA HA HA HA you lost so hard the first four times, it's hilarious to watch you face-plant for a fifth. you do you, bro. pass the popcorn  ",0.13601419341297555,0.3087464020584621,0.01977299
41,Steven Greenhouse,@greenhousenyt,1609318698.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Anyone who believes there was major election fraud is a victim of Trump's CON. Judge after judge—including GOP judges & Trump appointees—ruled there wasn't major fraud. 

It's time for Trump to stop tearing the nation apart. Trump needs to end his con & admit the truth--BIDEN WON  ",0.0214671696934927,0.4279033930681273,0.033167199999999994
84,𝐫𝐞𝐩𝐞𝐚𝐭𝟏𝟗𝟔𝟖,@repeat1968,1609318714.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Scrub, scrub, scrub.  ",0.09438808048239898,0.07765556034716173,0.045078322000000004
5,MURRAY,@murray_nyc,1609318733.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others This is absurd! The Georgia election results have already been certified. There is no “overturning” taking place. The votes were recounted, audited etc! And Biden still won. It’s a disgrace that Trump is scorning the governor of Georgia for OBEYING the LAW!  ",0.000129743598209422,0.4863524694909183,0.24621588
85,cassidygirl,@cassidygirl41,1609318738.0,1344288700851744769,Replying to @realDonaldTrump @OANN and 2 others He tweeted this in the car on his way to golf.  ,0.2786881924659689,0.13988299700726048,0.02610686
86,Tom Shafer,@TomShafShafer,1609318738.0,1344288700851744769,"Replying to @realDonaldTrump @OANN and 2 others Again, nothing but conspiracy theories and secondhand observations.

In other words... That is One Big Pile of ShitMST3K style stinger for Jurassic Park. He's not remarking on the pile, there's actually a poster for Daddy Day Camp on his side of the mound.youtube.com ",0.0027995300547038024,0.5618111424286865,0.030435873
