,username,userid,time,id,text,davidson,waseem,fountana
0,MAGA FOREVER,@RealBrysonGray,31516201.0,1327601615680008192,"Not only do you look foolish but it’s the left that causes violence. Not us. Quote TweetWanda Sykes@iamwandasykes · Nov 13, 2020Don’t fall for it! STAY HOME, STAY SAFE!  Let them march, we voted!  We WON!Show this thread0:521.8M views ",0.9538443112550952,0.2743042598416637,0.06413789
121,Joseph McVeigh,@crazyjoe86,1605340153.0,1327601615680008192,Replying to @RealBrysonGray #fixmesomethingtoeat #weshightower #StillYourPresident #MAGAMillionMarch GIF ,0.022444666778092745,0.27283660237268625,0.04419379
14,Anthony Noel @kamikazek1ller89,@awn2k1,1605340204.0,1327601615680008192,Replying to @RealBrysonGray Stay safe out there today!!  ,0.01219893721081585,0.050167918134487656,0.025075737
97,Crash Fistfight,@EdwardsPartick,1605340301.0,1327601615680008192,"Replying to @RealBrysonGray If it was the other way around....every Hollywood actor would be....get out there, let your voice be heard.  ",0.3167991334117437,0.4117708582081914,0.01279971
122,PƈTɯҽαƙʂ  ,@Pc_Tweakz,1605340345.0,1327601615680008192,"Replying to @RealBrysonGray Yeah, sure thing Wanda. The US Military Has Raided And Seized Servers In Germany Tied To The...People on the ground in Germany report that Scytl, which hosting YOUR elections data Improperly through Spain, was raided by a large US ARMY force & their Se...youtube.com ",0.001568116145844893,0.5040013982347878,0.09429451
15,Monakll,@monnakll,1605340350.0,1327601615680008192,Replying to @RealBrysonGray Brainwashed! Lost soul!  ,0.407107299359859,0.08812781766691097,0.058951567999999996
16,JerryReed,@jerryreedjr,1605340496.0,1327601615680008192,Replying to @RealBrysonGray I think she pronounced cheated wrong.  ,0.1932469221846336,0.2922146548105873,0.07531142
123,Summer Lee Steele,@summerLsteele,1605340571.0,1327601615680008192,Replying to @RealBrysonGray She is getting paid to peddle propaganda. Pitiful  ,0.3404979229787877,0.3813401847678121,0.7810093000000001
4,Cranberry Pointy Toes Kazi54 ,@KarenJukes2,1605340678.0,1327601615680008192,Replying to @RealBrysonGray Why she wearing a plastic shield   ,0.06718373118342942,0.16763192411883426,0.025615223
105,Elizabeth,@elizabethwhit20,1605340779.0,1327601615680008192,"Replying to @RealBrysonGray SMH   

Lord thankyou for saving me from this mentality, brainwashed and taken by the enemy ... #wokeandlovingJesus  ",0.35746972221371626,0.35726718380650163,0.07341819
17,PƈTɯҽαƙʂ  ,@Pc_Tweakz,1605341081.0,1327601615680008192,"Replying to @RealBrysonGray I find it funny that these movie stars and pro ball players will get to share their money with the class if America, became a Socialist or communist country.  ",0.0016320849643440436,0.69803982527866,0.01830617
1,Dondee ,@imdondeetoo,1605341093.0,1327601615680008192,Replying to @RealBrysonGray Someone did not even remove the protective sticker on the face shield... lol  ,0.1997826056543523,0.2256840149440776,0.05119574
6,Kim Bransford,@kimmb24,1605341199.0,1327601615680008192,Replying to @RealBrysonGray Why is she wearing a shield on video? That is like one person riding in a car with a mask on.  ,0.2202398032557593,0.4132676970673205,0.024953237000000003
18,J-Louis Paolo,@GrandJLouis,1605341528.0,1327601615680008192,Replying to @RealBrysonGray I suggest her to wear it all life!  ,0.30960966114589394,0.09642787519133587,0.017304052
124,Jenny G.,@JennyGentet,1605341530.0,1327601615680008192,"Replying to @RealBrysonGray Easy for her to say ""stay home"" afterall she is a rich Hollywood actor. Millions of people have children to feed and bills to pay. How do you expect to put food on the table if they cant go out and work?.  ",0.12592165726620935,0.5796039613891396,0.026283793
125,londonarmyreal,@londonarmyreal,1605341962.0,1327601615680008192,Replying to @RealBrysonGray WTF is she wearing a face shield? even though you are talking to your phone?  ,0.9633648394263088,0.2598577045140385,0.027114926
126,‘Merica ,@PDemitrio,1605341994.0,1327601615680008192,Replying to @RealBrysonGray She is a welder. Taking time out for a communist public service announcement. You shoul all be thankful!  ,0.2600332502086809,0.3248748451133491,0.02392871
99,Clarity Among the Chaos,@faithoverfear94,1605342280.0,1327601615680008192,Replying to @RealBrysonGray Notice...there will be a march and no rioting or looting. Notice there hasn't been one riot because the right doesn't behave that way. Only the left.  ,0.15704692849342075,0.4004119525408591,0.026019366000000002
127,DSNY BOXING,@BoxingDsny,1605343167.0,1327601615680008192,Replying to @RealBrysonGray They voted and so did their dead uncle dominion  ,0.08039388445620498,0.2093981615389214,0.025674463999999998
100,Jerica,@DallasMocha,1605343205.0,1327601615680008192,Bwhahah.  ,0.18498751282654025,0.03190253497193745,0.023662796
2,Chris,@Tripletdadplus1,1605343905.0,1327601615680008192,Replying to @RealBrysonGray So nice coming from someone who doesn’t have to work   ,0.055082968404023436,0.08890753564525529,0.013311976000000001
128,Bee ,@SweetMandieBee,1605344180.0,1327601615680008192,"Replying to @RealBrysonGray The comments in Wanda's post are foolish. My goodness are people brainwashed! Either that, or Twats got some Bots!   ",0.09700290919815957,0.265553755391448,0.23106167
129,j,@jayce189,1605344307.0,1327601615680008192,Replying to @RealBrysonGray No one cares what she says GIF ,0.9087101300177984,0.4086776053317948,0.039035108
3,MrKnwn2ActBad,@MrKnwn2ActBad,1605345003.0,1327601615680008192,Replying to @RealBrysonGray Would someone please explain to me why they think this shield will protect them? Hello air circulates around the mask all up in ya face! But there are some morons that'll fall for anything I guess  ,0.6688383127321447,0.4229378390475877,0.058508202
119,Mark Meldrom,@MMeldrom,1605345088.0,1327601615680008192,Replying to @RealBrysonGray Remember when all these “celebrities “ told BLM and antifa to stay home and quit burning down cities?  ,0.053905527992489384,0.2554519135793024,0.021158904
101,Giver of Light,@ShawnNoah13,1605345693.0,1327601615680008192,Replying to @RealBrysonGray Does she think she can catch it from her phone?  She looks smart.  ,0.8364633721786958,0.5140839978554229,0.016604409
130,Luchy Weeks,@WeeksLuchy,1605346392.0,1327601615680008192,Replying to @RealBrysonGray and @KessenaO   ,0.11856800737311783,0.09528882623420096,0.013475118999999999
