,username,userid,time,id,text,davidson,waseem,fountana
0,Kyle Morris,@RealKyleMorris,31516201.0,1343016775613636608,"I see that “Trump Virus” is trending without cautionary labels from Twitter on those inaccurate tweets. Surprising!

The blatant hypocrisy and disrespect that President Trump and his family have endured over the last four years at the hands of tech giants will NOT be forgotten.  ",0.19295726528761614,0.4084885526340462,0.03945785
11,wallytreats,@wallytreats,1609015389.0,1343016775613636608,"Replying to @RealKyleMorris Kyle my man, use your brain. The largest voice in the world deserves a disclaimer verified by professionals. Twitter trolls don’t get that same attention.  ",0.6621395717547727,0.4570145165448324,0.067283355
6,Stacy P,@stacy132007,1609015473.0,1343016775613636608,"Replying to @RealKyleMorris Amen to that Kyle. We, being from Alabama, will not forget if the Senators we voted for do not object to the certification.  ",0.03274935472867105,0.2340961812833021,0.022218749
12,Kyle Morris,@RealKyleMorris,1609015495.0,1343016775613636608,"I use my brain. I wish others, like you, would also. I’m not the most powerful man and I’ve had numerous tweets labeled, my man.  ",0.5385882645641001,0.3368619662759728,0.08929864
66,John Di Lemme,@John_Di_Lemme,1609015514.0,1343016775613636608,Replying to @RealKyleMorris Twitter it is so comical how liberal you are...Just a little Warning...The Lord Says Vengeance is MINE...  ,0.4518866502061013,0.6093844137062637,0.16420169
89,Brad,@byoho23,1609015517.0,1343016775613636608,Replying to @RealKyleMorris Your hero is about to become irrelevant.  ,0.08369483764017002,0.19981437482914252,0.03357013
90,GambierBay,@_gambier_bay_,1609015557.0,1343016775613636608,Replying to @RealKyleMorris You will suffer the same fate as criminal Trump... Prison...  ,0.6785380662362633,0.44697670161043895,0.08551775
2,John Marcinek,@LittleBirdBill,1609015573.0,1343016775613636608,Replying to @RealKyleMorris Trump Virus  ,0.18162959131553694,0.11258620030470468,0.012887959
91,Maxamegalon2000,@Maxamegalon2000,1609015575.0,1343016775613636608,Replying to @RealKyleMorris What inaccurate tweets?  ,0.21304276303980105,0.0512976924090385,0.33627868
13,Oklahoma Yankee,@KimberlyMassic1,1609015582.0,1343016775613636608,Replying to @RealKyleMorris  GIF ,0.16271069913984276,0.10212028214486893,0.013844723
21,Christian,@amerukraine,1609015610.0,1343016775613636608,"Replying to @RealKyleMorris Hey, I like this guy  ",0.3318959170050821,0.04601016952939601,0.077377714
92,Doomscrolling Dave,@DavesDoomRoom,1609015615.0,1343016775613636608,Replying to @RealKyleMorris   ,0.1676104828261104,0.03352323163434365,0.011596433
79,mangles,@matty_angles,1609015618.0,1343016775613636608,Replying to @RealKyleMorris Somebody call this guy a whaaaambulance  ,0.3588533933291998,0.08604884442768859,0.42445412
96,4q2,@ForQ2,1609015620.0,1343016775613636608,Replying to @RealKyleMorris Cry more  ,0.5233737786974301,0.1084034081994629,0.01175665
97,BLACK LIVES MATTER,@jumbotrombo,1609015629.0,1343016775613636608,Replying to @RealKyleMorris it’s almost like the the president who had the most people die to a preventable virus is BLAMED when said people die. Who woulda thought.  ,0.3835911722430734,0.478897222062347,0.24921353
98,J,@xaimemarti,1609015635.0,1343016775613636608,Replying to @RealKyleMorris  GIF ,0.16271069913984276,0.10212028214486893,0.013844723
99,Sandcrab77,@Sandcrab77,1609015637.0,1343016775613636608,Replying to @RealKyleMorris Hahahaha ...trying to sound like the #TrumpPlaybook.  Those days are over.  We see right through your empty souls! #TrumpIsACompleteFailure  ,0.1236468146277683,0.25960598729463824,0.058325384
22,Jason,@_JHall03,1609015639.0,1343016775613636608,Replying to @RealKyleMorris twitter is shakin' in their boots  ,0.4559808298466128,0.08138324582460968,0.038036697
23,JEOZA,@Wudaddy45,1609015644.0,1343016775613636608,Replying to @RealKyleMorris True.  History will place them in the phantom of opportunistic grifters such as Agnew and hell ... wormtongue.  ,0.19321599813802948,0.5222287782870406,0.015882406
100,bidenbabybarb,@BarbzBeating,1609015646.0,1343016775613636608,Replying to @RealKyleMorris So Trump gets to lie and be a piece of shit constantly and call the virus the China virus but when we blame him for the devastating in America you think you get to call out some type of problem?  ,0.999832489970556,0.5711165533290993,0.12073969999999999
101,Zak,@randomMrrsn,1609015659.0,1343016775613636608,Replying to @RealKyleMorris Eat shit  ,0.9985495733779924,0.06248065303632613,0.20798863
81,Dan Harrington,@Dannydofuss,1609015661.0,1343016775613636608,"Replying to @RealKyleMorris So not a peep when he calls it the “China Virus” but outrage when the tables are turned. Only hypocrisy I see are blind followers of a narcissistic, divisive, liar and cheat defending a heinous excuse of a President.  ",0.4700424990754605,0.6992845616567266,0.55023396
102,Cher,@sronvalleV,1609015662.0,1343016775613636608,Replying to @RealKyleMorris Karma is a bitch and it’s coming for big tech!  ,0.9998143011937458,0.3713647329060512,0.22970772
103,Humanitease,@Humanitease1,1609015674.0,1343016775613636608,Replying to @RealKyleMorris It must be hard to breathe while trying to force your nose so far up his ass.  ,0.9938060063225276,0.33361753756921764,0.07456315
8,Chels,@BEautifully_C,1609015677.0,1343016775613636608,"Replying to @RealKyleMorris Kyle, I haven’t seen any labels when Trump calls it the “china virus” only when he starts tweeting about fraud or the Chinese sending it here in conjunction with something about said “China virus”  ",0.16093154556552478,0.3788183681810437,0.033509262000000005
93,Doomscrolling Dave,@DavesDoomRoom,1609015679.0,1343016775613636608,  ,1.7657473994997902e-130,0.01813247552960133,0.010068049
24,KLAVDIVS,@digiskunk,1609015701.0,1343016775613636608,Replying to @RealKyleMorris  oh fuck  ,0.9965865815981101,0.05993202569833611,0.94201976
71,tbT,@ianlvne,1609015706.0,1343016775613636608,look at this guy tryna be verified lmfaooo  ,0.4608102195603429,0.04168354799147808,0.24642333
104,everything in hell has this after it: (R) ,@kit58557261,1609015728.0,1343016775613636608,Replying to @RealKyleMorris Well. They ARE all jerks and sociopaths.  ,0.06638235376228313,0.2363703854089517,0.1512476
95,Doomscrolling Dave,@DavesDoomRoom,1609015733.0,1343016775613636608,  ,1.7657473994997902e-130,0.01813247552960133,0.010068049
105,.,@wasitwitchcraft,1609015744.0,1343016775613636608,Replying to @RealKyleMorris Fuck you  ,0.9671894560293496,0.10182555487994893,0.93476623
67,Joe Ireton,@JPI54,1609015754.0,1343016775613636608,Replying to @RealKyleMorris  GIF ,0.16271069913984276,0.10212028214486893,0.013844723
25,Dr. Puckbunny,@EricaTastrofee,1609015762.0,1343016775613636608,Replying to @RealKyleMorris  GIF ,0.16271069913984276,0.10212028214486893,0.013844723
26,WashYourHands ,@MairseyDotes,1609015792.0,1343016775613636608,Replying to @RealKyleMorris   ,0.1676104828261104,0.03352323163434365,0.011596433
106,Paul spaddy,@PaulSul71923720,1609015799.0,1343016775613636608,Replying to @RealKyleMorris When you and your daddy went squirrel hunting didn't he tell you not to get on your knees to another man.  ,0.5188350281246578,0.2914616229406967,0.017601142
107,teddy michael,@mtgowdy,1609015800.0,1343016775613636608,"Replying to @RealKyleMorris You know what else won't be forgotten? How many Americans that idiot, his administration,  and supporters killed with their 'response' to covid.  ",0.20547479911843367,0.37364641547417893,0.2895656
28,fatmanonguitar,@fatmanonguitar,1609015811.0,1343016775613636608,Replying to @RealKyleMorris  GIF ,0.16271069913984276,0.10212028214486893,0.013844723
108,Coastal Elite Welfare Queen ,@WelfareElite,1609015852.0,1343016775613636608,Replying to @RealKyleMorris   ,0.1676104828261104,0.03352323163434365,0.011596433
