,username,userid,time,id,text,davidson,waseem,fountana
0,Andrew Pollack,@AndrewPollackFL,31516201.0,1329907196511936514,"Andrew Cuomo won an Emmy for his 'leadership' during the pandemic.

You’re telling me the man who put Chinese virus patients in nursing homes gets an Emmy?

What a joke!  ",0.30308068361031515,0.3029479419981333,0.07349951
58,Damien Wells,@Wells43123,1605889798.0,1329907196511936514,Replying to @AndrewPollackFL Wow that’s a joke right?  ,0.20950979595732744,0.17663401213089794,0.039612517
1,✮Ⱡł₭Ɇ_₳_₲6ॐ,@BajaBlast444,1605889879.0,1329907196511936514,Replying to @AndrewPollackFL China & most of the world are more than likely doing better than us.  ,0.17383325887689555,0.2678473688372286,0.010968003999999998
5,Barry Turner,@bturner1966,1605889945.0,1329907196511936514,Replying to @AndrewPollackFL The award obviously holds no value.  ,0.21829581357769212,0.2497588387492071,0.028281821000000002
56,President-Elect Reggie Mercer,@ReggieMercer2,1605890013.0,1329907196511936514,"Replying to @AndrewPollackFL This reminds me of when Obama got the Nobel Peace Prize for destroying Libya and Syria with CIA-friendly jihadists: _DOCUMENTS_HRCEmail_DecWeb_O-2015-08631-DEC_DOC_0C05780521_C05780521.pdfUNCLASSIFIED U.S. Department of State Case No. F-2014-20439 Doc No. C05780521 Date: 12/31/2015. RELEASE IN PART B6. From: Sent: To: Subject: Attachments:. sbwhoeop Friday, April 8, 2011 5:28 PM H: UK...docdroid.net ",0.0015319279459693473,0.36170450467693066,0.08079217
57,President-Elect Reggie Mercer,@ReggieMercer2,1605890142.0,1329907196511936514,"Ali Sallabi, Salem Al Shiki and Mohamed Al Guirtili, leading Islamic figures who had taken refuge in London and are Moslem Brotherhood aligned, drafted a ""national pact"" which is a road map for organizing the role of the Islamist movement in the transition to a post Qadafi Libya  ",0.005913737709729515,0.9511943364755154,0.039335944
59,Jim,@seadog128,1605890222.0,1329907196511936514,Replying to @AndrewPollackFL @NYGovCuomo @NYDailyNews #nypost  ,0.11651819494438878,0.3620714613796647,0.010243022
44,Kim,@Kim84322872,1605890921.0,1329907196511936514,Replying to @AndrewPollackFL Why is there even an Emmy for that?  ,0.08798471675757077,0.2276690855151455,0.019854486
60,Thomas Christopher,@Dorado318,1605890943.0,1329907196511936514,"Replying to @AndrewPollackFL Then there’s @AndrewPollackFL the no talent nor educated hack/shill for Trump . He’s accomplished nothing other then sew division for his GOP , NRA , Koch , Mercer handlers . He’s not an elected official just a pundit hack with frat boy mouth breathing children .  ",0.025107669267277283,0.6862106363035096,0.17383705
45,CC,@crisraq,1605891033.0,1329907196511936514,Replying to @AndrewPollackFL They make the prizes and deliver them to themselves.  It’s like giving the Good-housekeeping seal to the city dump.  ~Greg Gutfeld  ,0.06579898384400662,0.2076096318540219,0.021907765
6,Charlie Burger,@chasyb918,1605891445.0,1329907196511936514,Replying to @AndrewPollackFL Masterful lying.  ,0.5664114528409462,0.08727603334936412,0.01643049
