,username,userid,time,id,text,davidson,waseem,fountana
0,Uncovering The Truth,@thebr0keb0i,31516201.0,1341887964113035266,"Today is my birthday. I’m stuck inside because of the Trump Virus. I have 1 bday wish: Win the Georgia senate run-offs. Taking McConnell down would be the best present ever. Please, can you guys deliver that for me?  ",0.0004336172548099977,0.3874925084753964,0.0316696
1,Ty Webb ,@Ty___Webb,1608746266.0,1341887964113035266,Replying to @thebr0keb0i Happy bday sir. Next year will be better.  ,0.017438943365060938,0.07062362277075693,0.028087022000000003
3, #BlackLivesMatter,@SassyNeveragain,1608746287.0,1341887964113035266,Replying to @thebr0keb0i Happy Birthday  ,0.10355647703646784,0.044392625379084866,0.012928027
23,"Wendy ""#Kamala007Roks"" Fleet ",@time4kind,1608746323.0,1341887964113035266,Replying to @thebr0keb0i LOTZA Cake!! LOTZA Hugs!  ,0.10166784964103333,0.04156520040522597,0.023802781000000002
24,Tammy,@dixon_tc,1608746324.0,1341887964113035266,Replying to @thebr0keb0i  GIF ,0.14074956741991265,0.10212028214486893,0.012094407
25,Felice,@fms325,1608746332.0,1341887964113035266,"Replying to @thebr0keb0i Happy, happy birthday!  ",0.4079276711101535,0.022154796936839912,0.020615303999999997
4,Uncovering The Truth,@thebr0keb0i,1608746351.0,1341887964113035266,  ,1.7657473994997902e-130,0.01813247552960133,0.010068049
2,Uncovering The Truth,@thebr0keb0i,1608746355.0,1341887964113035266,  ,1.7657473994997902e-130,0.01813247552960133,0.010068049
26,Kick,@ErnspigerX,1608746357.0,1341887964113035266,Replying to @thebr0keb0i  GIF ,0.14074956741991265,0.10212028214486893,0.012094407
27, The Tao of Kat ,@kathrynresister,1608746363.0,1341887964113035266,Replying to @thebr0keb0i Happy happy birthday! Your wish is my command! Let's get rid of McConnell!!!  ,0.6913085278786973,0.06544896820014337,0.21886954
28,Miss C ,@MistressCharliz,1608746365.0,1341887964113035266,Replying to @thebr0keb0i Happy birthday! I hope you get your wish. I’ve pitched into pay for the canvassers & to both the Dem candidates.  ,0.2413458408792945,0.13270006421939284,0.007265088
29,NannyB ,@NannyB510,1608746375.0,1341887964113035266,Replying to @thebr0keb0i  GIF ,0.14074956741991265,0.10212028214486893,0.012094407
30,Zullo,@ZulloWarrior,1608746376.0,1341887964113035266,Replying to @thebr0keb0i Happy birthday   ,0.18485137611636987,0.044392625379084866,0.012928027
31,CareJenEm,@Chrissylynn7264,1608746405.0,1341887964113035266,Replying to @thebr0keb0i My birthday was Friday the 18th.. Happy birthday friend  ,0.0814112608253015,0.07975691903316794,0.015508168999999999
32,v. gato@@,@VGatollari,1608746441.0,1341887964113035266,Replying to @thebr0keb0i Happy birthday hope you get your wish  ,0.4460816237927156,0.1080557456031208,0.022417492999999997
68,Renee ,@Retired_momof3,1608746458.0,1341887964113035266,"Replying to @thebr0keb0i Who does  Kermit remind you of????????  Answer......Kim Guilfoyle doing this dance before her speech.   Really, Happy birthday. GIF ",0.12790504658508228,0.252012682212157,0.029824216
33,archygirl,@archygirl2,1608746468.0,1341887964113035266,Replying to @thebr0keb0i Happy Birthday. GIF ,0.08139445566749827,0.055673324679900035,0.014772285
