username,userid,time,id,text,davidson,waseem,fountana
VanillaHarveyMilk,@BrownHarveyMilk,31516201,1208887989348306944,"You really should not spew unverified ... what does your #FakePresident call it?  Oh yeah #FakeNews 

Even real Christians now understand how much hate he spews and why he should be removed.  ",0.715612823775131,0.7195552257808405,0.8615175
VanillaHarveyMilk,@BrownHarveyMilk,1577035441,1208887989348306944,"Franklin Graham. Oh that guy who is sleeping with the pool boy. Okay cool. Since he said it, then we are all good.  ",0.053416098845179553,0.216088819350546,0.05557122
VanillaHarveyMilk,@BrownHarveyMilk,1577036709,1208887989348306944,Replying to @CanuckCognizant and @RealEricCarmen Yep he is.  ,0.13895852962585353,0.19180783613100175,0.07331309
 TRUMP WON ,@realCheeku,1577037756,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen What a brilliant argument  ,0.4090250378448339,0.4780937046443905,0.028003689
Trump Won ,@LisaM0007,1577037824,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Lol. This is you  The following media includes potentially sensitive content. Change settingsView ,0.04955758147382443,0.21961291069825944,0.027710542
ConseRRvative/NOTHING Left,@Rhonda_Rey,1577037827,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen I’m sure you’ll be missed   ,0.5283059448024137,0.2684936457591128,0.02150873
Kel Mancuso,@MancusoKellyA18,1577037895,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Not very cognizant of you. Just a parrot.  EC  ,0.28346557230339,0.4359742987787203,0.026266849
Terrye - Text TRUMP to 88022 ,@Terrye_,1577037902,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen   ,0.18586997511469044,0.19468657876713816,0.020195866
"Nick Searcy, INTERNATIONAL FILM & TELEVISION STAR",@yesnicksearcy,1577038009,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Nope, cowardly anonymous loser, you are the idiot. That’s why you’re confused about what Eric is.  ",0.16318390012074496,0.47605185693398466,0.44060078
Trump Won ,@LisaM0007,1577038015,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen FUN FACTS FOR LEFTIES


Appointed the 1st BLACK FEMALE Brigadier General 

Appointed blacks in high level positions in his Administration 

Appoints gays as Federal judges & Ambassadors  

Passed Prison Reform 

Made MLKs birthplace a National Park   ",0.02363383183782423,0.6892098592478444,0.02989203
Michael ~ OIIIIIIO ~,@MichaelKeith,1577038016,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen You not listening to his music might seem like a great loss but Its apparent you havent been listening to his music or you would have a more pleasant disposition.  ,0.02715714831990627,0.625356087033263,0.015985955
uggggggh..shiiix,@UShiiix,1577038028,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen BwahahHa. You are exactly the problem with the country. Someone who has a different opinion than you, according to you, is a racist homophobic bigot. God forbid you have a discussion about anything. Nope. You go straight to name calling  ",0.7710528782082703,0.7683122991397839,0.15687992
Brandon Ebling,@BrandonEbling,1577038078,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen When a liberal can’t come up with a decent argument they just call the person a racist don’t pay attention to this idiot Eric  ,0.7072018686029351,0.6860269026982599,0.90537167
Antonio Martinez,@djtechchicago,1577038094,1208887989348306944,Jolson Trudeau  ,0.1956493665090326,0.04303750159382041,0.015701337
Communists Suck ,@jmanring1,1577038102,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Party of tolerance lol  ,0.10764340095771624,0.35482230383047364,0.030435666
Jeff Zucker's Eunuch,@ZuckersEunuch,1577038114,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Since you are from Canada, do you support your PM?  ",0.28437637615131295,0.44175468467838286,0.0094447
Jeff Zucker's Eunuch,@ZuckersEunuch,1577038168,1208887989348306944,  ,1.7657473994997906e-130,0.018132475529601334,0.010068049
LKsobiech81,@Ksobiech81L,1577038182,1208887989348306944,Yuuuuup. And they literally still wonder how it happened. The hatred is going to make them burst into flames when we reelect him.   ,0.48894985708903127,0.18514749518943155,0.53729516
Robert Morris,@PariotsWin2020,1577038198,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Listen dude, you have Justin Trudeau to worry about. Maybe you should start doing some focusing within.  ",0.6046119247651475,0.2703580524492143,0.03228743
Jeff Zucker's Eunuch,@ZuckersEunuch,1577038227,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Speaking of assh#les.....  ,0.166266452686695,0.39455490173695573,0.02008818
Karl Henderson  ,@X_Eyed_Soldier,1577038277,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Clearly, your projectionizm died at his feet. Find something else to do for a living because you really do suck at this job.  ",0.5419084202983127,0.3641287397536338,0.11743042
Jeff Zucker's Eunuch,@ZuckersEunuch,1577038330,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen Speaking of idiots, has Trudeau provided any more $$$ and comfort to Islamic terrorists in Canada?

https://theglobeandmail.com/news/national/trudeau-defends-apology-and-105-million-payment-to-omar-khadr/article35623594/…  ",0.9810550550685038,0.8589922363835939,0.01732112
 Impeach 46 ,@FlyinqStormPop,1577038343,1208887989348306944,"Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen When you can’t win the argument because your ideas suck so bad, you resort to name calling.  Accuse others of what you are guilty of - am I right @CanuckCognizant  ",0.9279692909068976,0.7290268342260431,0.07251185
Cindi ,@cindimartinbur1,1577038353,1208887989348306944,Replying to @CanuckCognizant @BrownHarveyMilk and @RealEricCarmen His music will stick in your head forever! Enjoy   ,0.14812719419224044,0.38422279065099396,0.012504051
